text,target
o köpeklere inat memlekette hain piç kalmasın,0
ateşlerde yan inşallah gavur tohumu  httpstcohwjhnimh,1
adil olmayı değil de adi olmayı seçiyorsunuz bu da sizi çok zayıf gösteriyor,0
 insanları değiştirmen lazım kim siker eyüp sultanı hepsi tinerci aq,3
 bu şatafatı koymuşsun davsrn acaba evine kaç günde bir et alabiliyorsun,0
katlana katlana gidiyor farkındaysanız tatil diye bastınız geldiniz yazlıklarınıza ne olcak tüm türkiyeye yayılcak azcık laf dinleyin amına koduğumun cahil orospu çocukları yükseldim yine,3
 bu yancılık nereye kadar mezara mı götücürüen,3
 ellemem benim başıma böyle güzel bir şey geliyorsa kesin bi bokluk vardır,3
   askere dua istemek ne zaman dan beri dayatma oldu    aynen senin dinin sana  benim dinim bana hadi yoluna,1
 darısı diğer yalakalık yapan gazetelerde,0
sende yap o zaman senide övsün millet boş kafasını siktiğimin beyinsizi,3
maşallahhhhhhhhh çok hayırli cumalar sakalını sıfatıni siktimin yobazları,3
 neler oluyo bu damatın fiyasko açıklaması mı seçim belirsizliği mi,0
köpeğim arapla tanışın httpstcoetgzeuans,1
  yetim garip hakkı yiyenin amk,3
bu kadar orospu çocuğu bi camia olamaz ya anasını siktimin yahudi piçleri,3
hadi  dediğimde hepimiz siteden çıkalım jack şok olsun pis gavur,3
  kahraman diyenin aq neyin kahramanı savaş devam ederken evlenmekten bile geri kalmamış biri,2
la dur engelleme hemen         bak herşeyin açıklaması barış dini izlamda var quran herşeyi açıklıyo amk      ,3
 yemin ederim felaket soğudum niye bizim yönetim ekipleri  ya da   senesinde sapıtıyor abi,0
 annem odama gelip sen niye  imamlarda alkol alıyorsun diye darlıyor al sana alevi terörü,1
 mahmut senin amq borç konusu sizin yönetim yüzünden ama mevcut durumumuz ali koç hatası o konuda da haklısın,0
nike allah belanı versin neden bu kadar pahalısın  liralık ayakkabının başından ne geçti de  lira oldu,0
gavur yapıyo amk  httpstcopiwrcvikc,3
suriyeli diyince kızıyorlar httpstcornwupcmpsi,1
 bugün sabriye okayın suratına tükürüyor,0
   senin beyninde sorun var yorma o kadar sen neyin ne oldunu bilmiyorsun kör olmuşsun ,0
çok beyinsiz arkadaşlarım var amk kurtulmam lazım bi,0
 belki arkadaş benim gibi  şizofren ,0
defol git lan şuradan sorduğu soruya bak sen niye varsın senin niye fikrin var ziyan varlık,0
 sen çok çakalsın ya  anında mat  git başımdan  saf duygularımla oynuyorsun,0
 yuzu kizarmasin diye cok mu makyaj yapildi ,0
ben alıyorum  lira kredi orospu çocuğu arap alıyor  lira burs,3
baskanim tamam da su dolarida  liranin altina indir artik batmak uzereyiz aq,2
ikilem  insanın hayatını sikip atıyor,3
yarın düğün var anasını siktimin düğünü,3
bu saati sevme nedenim bir tane bile suriyeli yok ne güzel,1
herkesin inandığı bir şey vardır bu a koduğumun hayatında benimkisi de sensin ne yapayım,3
 hahahahah cahil cühela topluğu sizi hiç mi kitap tarih okumazsınız siz be,0
şu ülkede yaşayıp vatanını bayrağını milletini sevmeyen ne kadar hain piç varsa hepsinin teker teker amına koyayım,3
o fırçalı sari kafalı piç bulundumu,3
etrafımdaki insanların aklıyla pek arası olmuyor genelde ben napıyımmm,0
yahudi canana hapis kararı çıkmış darısı hain ermeni imamoğluna ,1
 mizah seviyenizle zeka seviyeniz ne kadarda doğru orantılı ikiside eksilerde,0
hava birden delirdi amk teras çıkayım dedim savruluyodum doluyla karışık fırtına var resmen,3
ismini vermek istemeyen bir izleyici olarak tv programına katılıp sizin ben arvadınızı sikem diye bağırmak çekti canım,3
amına koduğumun twitteri robot değilim yemin ederim değilim bi sal,3
ermeni vampirleri ve hocalı ebrgncebrgnc httpstcompzwewt,1
akşama koy şu götveren şikeci rumlara şanlı kartalim,3
işin amk bize birşey olmasın  hadi iyi geceler,3
hoseok taehyung ve yoongiye o şapkayı giydiren hangi şerefsiz stilist,0
 adı üzerinde lağım medyası ne beklenir ki,0
türkiyede gündemin değişmesi için her zaman bir pezevenk ve bir orospu hazır bekler,3
 ya bunları yazanlar insan mı insanlığımdan utandım,0
 halbuki sana orospu çocuğu diyen elini kolunu sallayarak geziyor neden çünkü öylesin,3
onlar boyle yaklasinca senin niye kalbin yerinden cikiyo orospu cocugu,3
şimdiki fhişelere bakacak olursak da bu kadından pek bi farkı yok ,2
   lan maymun sana diyor bak sjsjsjjsjsjsjsjs,0
 ula bu şarapçıların hayvanlara bile zararı var,0
ya bu benim yerimde olamazsın diyen herkes beyinsiz amk tamam en iyisi sizsiniz,0
  çaldılar ama az çaldılar diyen ince miydi kalınmiydi hatırlamıyorum işte ona kapak olsun bu haber,0
neymiş efendim çikolata duygusal açlıkmış yiyemezmişim siktir ordan,3
sabah sen akşam sen yırtıl dedim amına kodumun aşkı bu arada kendimi çok seviyom,3
ermeni teror orgutu httpstcooqxmmzh,1
amına koduğumun videosunda gerçekten de öpücük sesi var işte şimdi kudurdum ben,3
ey yahudi kafir oğlu bu müslüman ülkesinden defol katilçintürkiyedendefol,1
millet aç issiz gezerken  maaş alan orospu çoçuklarına oy yok ,3
 kuruşluk sevincimdi rezil yüzünü görmek,0
senin resmini çizmek kolaydır şimdi ne de olsa yüzsüzsün,0
biri size gay misin derse hayr babani siktim diyin,3
 sanki kendi yapmamis gibi anlatıyor bu memlekette akıl sağlığını korumak mümkün değil,0
  kardeş sen yarım demişsin ama o kol gibi girmiş ,0
yahudi foxun yalanlarını ortaya çıkardığı için mi ahaberkapatılsın,1
suriyeli teröristleri besleyip öğrencilere terörist demek nasıl bir ironi asagibakmayacagiz,1
 o zaman ağlayarak  çek yetmezse de götünü siktir  bunlar senin ilacın xd,3
 şimdi siz hepsini kaldırıp yer minderimi koyacaksınız  aptallıkta sınır tanımıyorsun,0
 az kaldı seni kazığa oturtacaklar yalama pznk,3
yarak kürek konuşmaya başlamış yine hocam,3
el alemin amına koyim kimisinizde söz hakkı alıyonuz,3
  amatörmüş profesyonelmiş bunları geçin bunlarda şeref yok haysiyet yok,0
ne diyor bu yunan artığı davar,1
aynen gavur gavurlugundan baz geçmez asla,1
kız buraya yazıyor yok nasıl yapıyorsunuz falan sen aynısını yapmıyor musun amına koduğumun salağı,3
yine saçımı kısacık kestirme fikri damarlarımda dolaşıyor hain piç çık aklımdan çık çık çık,3
nasıl da içli içli söylemiş şerefsiz ya tribe sokuyor insanı,0
türk milletinin bağımsızlığını savunan benim karşı çıkan o çocuğu sensin yunan pici,1
ulan bu gavur orospu fernazcılar nerden çıktı,3
 bizim mahalle imamı konuşmayı bilmiyor dahakaldı ki  kişi kurtaracak adamı ciddiye alan yok mahallede,0
  eee yarrak bu okullarda okusana sende paran olmadan burs kovalayarak,3
sağım solum önüm arkam suriyeli,1
bundan sonra adamına göre muameleuymayanın belasını sikerim,3
bu amına koduğumun ruh halinden nasıl kurtulcaz cözemedim bi türlü,3
bu suriyeli şerefsizi neden almıyor polis çok merak ediyorum httpstcolurrlaol,1
ya şu amına koyduğum oğuzhan özyakup denilen hanım evladını görmekten usandım,3
niye öldürdün lan hayvanı kaltak karı boydan boya girsin o sana,0
  ya bu cem götüne bir şey anlatamazsin kaju kız biraz salaktı kabul et,0
mete hanın ordusu arap gericiliğine teslim olamaz,1
kadın dua et ben seni yılda bir kez görüyorum yoksa dilini boğazına sokmasını iyi bilirdim,2
amk bu kadar mı düşmansınız islama yunan tohumları kudurdunuz,1
   israil hangi tarihte kuruldu gerizekalı,0
şerefsizliğin vücut bulmuş halini görün izleyin httpstcocxacav,0
allah çarpsın bizim bu yaşlılar beyinsiz amk,0
koltuk altlarına pastırma mı koydun avradını siktigimin kızı bu koku ne ya,3
eskiden dangalaklara laf anlatmaya çalışırdım şimdi hemen engelliyorum,0
 annenin fotosunu at bakayim ona göre ikinizi sikerim,3
sağım dolu puşt solum dolu puşt hep,0
vay aq suriyelileri bağrına basan millet kendi kardeşine kapıyı gösteriyor öyle mi sizin zihniyetinizi skiyim,1
hele şu rum dönmelerine bak httpstcosbiakuldd,1
 bu nasıl bir tezgaznasıl bir adilikşerefsizlik,0
arada kalmış ezik arap karekteri bu modeller böyle httpstcohhvzorozuy,1
türkiyedeki suriyeli terorist türk öğrencileri tehdit ediyor httpstcorinedzbj,1
 ne yazdığından çok nasıl yazdığı önemli bence tek kelimeyle densiz biri,0
 o yerden yere vurmuş sizin birbirinize vurduklarınızdan biz hala utanıyoruz,0
seversen s s sevilirsin kral laf,3
niye kürt milleti değilde türk milleti amcık göghan httpstcokbpyyumbra,3
sizin yaptıgınız gavur yapmadı be çocuklarnefesalsın,1
hocam taşşak geçiyo yine orospu çocuklarıyla,3
 mesutun anasınının namusunu tıraş ederim,3
suriyeli istemiyoruz,1
kızlar hiç güvenilecek yanınız yok,2
 ayağına bir şey giy lanet olsun ya laaaneet olsun o gundi ayağı niye gördüm ki,0
yalı çocuğu yahudi kirmasi nihatözdemiristifa httpstcobwzbvvn,3
 ya ben bu kadar yalancı bir kanal görmedim azıcık utanma olur ya insanda,0
arap pici değilim oda birşey amk yeşil topu,1
bir insan götse göttür  iyi yönünden bakmaya lüzum yoktur  ,0
işsiz misiniz amına koyduklarım sıktınız artık yeter be,3
bakın bu hayat orospu çocuklarının yaşayacağı hayat bundan çok eminim,3
 yok bizde biraz şerefsizlik yaptık,0
bu kiz buyudukce cirkinlesiyo mu yoksa bana mi oyle geliyo,0
türkiyenin suriyelileri adanalılardır kime sorsam ya adanalı ya da suriyeli,1
  edebin insanlığın olsaydı bu aşağlık üsluba sahib olmazdın ama yok işte,0
bunların yaptığını ermeni yapmaz rum yapmaz httpstcobvsjyntbc,1
yazıklar olsun bir de bu adamı dinlediniz mi salonu boşaltmalıydınız siz boğaziçilisiniz,0
sinirliyim kırgınım bunu sana nah yansıtırım çünkü ben bir malım,0
keşke patlasa bu koduğumun dünyası,3
ergin ataman ülker arenanada şuan taşşak şov yapıyor,3
gavur kanalından ne beklenir anca din düşmanlığı işte foxdkabtanözürdile,1
 allahım sen akıl fikir ver şu kuluna  ağzıyla içsin  götü ile konuşmasın  aminnn,0
diyorum ki      ramazan topu yerine seni mi atsak,0
ibne işi mi yoksa kız işi mi diye bana sormak istemiş varsa böyle ikilemde kaldığınız sorular aydınlatabilirim,2
  dalga mi geçiyonuz aq çocukları,0
bu adamların bu ülkeye yaptığını yahudi yapmaz hakkımıhelaletmiyorum,1
allahım bidaha dünyaya gelirsem yine beni böyle amına kodugumun gerizekalısı yap amin,0
  boykot ile dolar mı düşecek beyin koşarak uzaklaştı ,0
  gerek yok ki vizyonsuzlar onlarıda sömürdü,0
aynı anda elli kıza yürür ama ilk ve tek olmak ister siktiğimin ibnesi,3
 tam tersine kadınçocuk edebiyatı yapan erkekler çok yavsaklar,2
 kaynak nedir kıçım böyle bir şey ancak oradan uydurulabilir,3
yine saçma sapan insanların       sacma sapan hikayelerini       dinleyerek günü bitirdim                         ,0
allah belanızı versin yahudi köpekleri yalancıfoxtv,1
  ya bi sg artık aq,3
tavla oynayan iki kişinin yanındaki sap olmak nedir bilir misiniz siz ,2
 bu kafasında bardak kıran salak değil mi ya,0
alttaki koreli kim amk ilk defa görüyorum,1
kızdığı kadına orospu deyipte orospu peşinde koşan insan saçmalığıikisinden birinden özürdilemelisiniz bence ,2
amcıların amına koyayım ben kıza eleştiri yapıyorum etrafındaki amcılar köpek gibi saldırıyor bana klavye erkekleri,3
amına koduğumun kalbi herşeyden vazgeçti bi senden vazgeçemedi,3
amına koduğumun çinlileri yüzünden insanlar ölüyor eminim ellerinde patlamış mısır gülerek dünyayı izliyorlardır,3
acaba cöhöpö de kaç tane kripto ermeni var ,1
topunuz gelin topunuzun amına koruz diyor,3
 seni benden daha fazla seven birini bulamazsın bulursan da onun anasını avradını,3
allahım itiraf sayfasından gerizekalı akıyor sadece gerizekalı,0
 ayyy yine çirkefliğin üstünde laf yetiştirme bana   iyi seyirler,0
ulan kürt olup yoldan geçen karı kıza bakmak vardı izmir bizi ibne yaptı götümüze baktırıyoruz,1
                   tmm dediğin şey benim iki saat bi tarafımı bayrak etmem,0
kına yakarsın artık kaltak seni,0
çomar olmak senin gibi soysuz olmaktan iyidir,0
 yalancılar aldığınız paradan işgal ettiğiniz yerden utanın işe yaramazlar ordusu sizi,0
 kurban olduğum yüce rabbim güzel allahım akıl dağıtırken bunlar ne bok yiyodu acaba yaa,0
bu memleket evlatlarının kafası da aslında bu işlere çok basmıyor sanki,0
muhammednurtutuklansin ya bu suriyeli orospu çocuğunu neden esedin yanına geri yollamıyoruz ki,3
moruk bi okusaydınız önce yahu,0
 sen de kendini ne sanıyorsun yaburada bokunda mavi boncuk olan ne çok insan varhadi git,0
orospu çocukları adam koşana kadar film izler gibi izliyordu orada,3
denizde yunan kalmış mı kontrol ediyor atam httpstconhfnbjae,1
  bayağı büyük laflar etmiş şerefsiz müşrik,0
 allah belanı versin iş yerinde açtım bütün ofis bana bakıyor,0
ruhu orospu olanın alternatifi çok olur,3
suriyeli yavşaklarada beklerdik bu muameleyi aşağıbakmayacağız httpstcogipnq,1
aptal ingiliz bebelerinden çok sıkıldım,1
inanın gereken yeri açtım gülüyorum nam olsun diye bir sürü vesikasız orospu bunlar,3
sen türk olamazsın pislik ermeni dölü,1
evlenince doğrudan akıl sağlığını mı kaybediyorsun bu ne ahahaha,2
 yaş arasındaki çoğu kadının tek dertleri bunlar aq bi de erkeklere geç olgunlaşıyo derler,2
bu gece vakti yoluna koyamadıklarımızın amına koyma vaktidir,3
bazı bakteriler kimsiniz lan siz,0
ermeni anlayışı böyle kımıl zararlısı gibi httpstcoxgyqlkp,1
yok mu bi iki atom bombası atalım gavur avrupaya amerikaya hep köşeye sıkışıyoruz,1
elektrik zam yapan ekrem imamoğlunun allah belasını versin    istanbulu mahvettin,0
kripto ermeni piçi,1
 hiç bir şey anlamadım amına koyim,3
allahım yumurtaya bile can veriyorken şu salaklara niye beyin vermedin  ,0
 sağlam orospu çocuğusun helal olsun tebrik ederim anası belli babası  derler ya hakkını veriyorsun,3
 ne güzel hayallerimiz vardı nasıl da göt olduk,3
bu hayatta şansımız olsa zaten suriyeli dogardık ,1
orospu çocuğu pkk ve ona sırtını dayayan hdp,3
 mazbatasız anıtkabire gidilmezmiş bunu diyen diploması olmayan cumhurbaşkanı,0
çok çirkinsin seni sikmek istediğim için teşekkür etmelisin,0
kanı bozuk kripto ermeni lerden bir hain httpstcomhpvslpcu,1
 ne istediğini bilmeyen salaklar yüzünden sürünüyoz işte,0
 binalinin kazanacigina kesin gozuyle bakip yakakalik yapmak  istemiş yalaka denyö,0
senin erkeğim diye övündüğün uçkurun senı erkek veya adam yapmaz  erkeklik bununla da olmaz ,2
şu manzaralara sebep olan ermeni piçleri sonunuz yakındır httpstcozijeukee,1
 senden nefret ediyorum artık net,0
 ucuz mala talep çok olur derler,0
nerdeki suriyeliler gitti memleketine bursa merkezde türk yok ya aşırı üzücü ,1
hastanedeyim önüm arkam sağım solum suriyeli,1
güldürmeyin len adamı saf mısınız,3
 ulen zaten fetö üyeleri sabah cami akşam disco ortamındane olduğunuzu herkes biliyor ,1
  evet sizin camia kadar yalaka yer yok doğru tespit,2
bir şeyin bokunu çıkarmadan asla rahat duramıyorum batıyo resmen tek sorun bende onunla birlikte batıyorum,0
millet yemek atıyor müslüman mı gavur tohumu mu bilemiyorum ben ,1
   ya siz neyin kafasını yaşıyorsunuz söyleyin bizde yaşayalım harbi komedisiniz yani,0
tatakan tatakan  isminde  bir  orospu çocuğu  var hırsızdır herkeze duyurulur,3
bu suriyeli piç tutuklanıp sınır dışı edilsin muhammednurtutuklansın,1
 kimse başörtüsü demesinoğlanlarıda mı başörtü mağduruydu,2
hayır yani gamzenin arkadaşlarının hepsimi beyinsiz olur amk,0
bakalım hanginiz daha önce kuduracaksınızsizi pis sürüngen ortaklar  ,0
annelerdireniyor fakir kürtlerin çocukları mezarda ermeni dönmelerinin çocukları plajlarda,1
eee kumarda kaybediyoruz aşkta zaten kazanamıyoruz bu amına koduğumun yüzü ne zaman gülecek,3
sınıf gruplarındaki insanlar beyinsiz felan heralde amk,0
yazma bilmeyen avukat yapmışlar okuması vardır insallah,0
  hepinizin suratına ayrı ayrı sıçayım,3
 bu kadar yüzsüzlük çok fazla yakişmaz biraz insanlik dene,0
ben gercekten bal olsaymisim ama sen neden pic kurusu oldun ki simdi,0
eski yarışmacılar konuşmadı bile amk bunlar ne kadar beyinsiz doldurmuşlar yine her yeri,0
beni gondola bindiren arkadaşlarımın taa amına koyayım,3
 yooo şahsen öyle değil ben yazıyorum ama hala anlamıyor mallar,0
gay misin yuvarlak misin top musun lastik misn nesin sen,0
 bıktım bu yönetimin bu düşüncesinden salak herifler bir işi bitiremedi adamlar falcao yu aldı yaa,0
 ya bi git ya oylara sahip çıkamadıktan sonra sen neyin sözünü neyin mücadelesini vereceksin,0
 nefret ediyom böyle rahat miletlerden ya ,1
efendi erkek düşmanlığınızdan sonra bütün erkekler it puşt olarak birbirini etkiledi tebrik edin kendinizi kızlar,2
   sen sus git dudağını buluşturerek fotoğraf çekilll,2
türk düşmanları ermeni ve rumlar ister andimizin kaldirilmasinı,1
canımı yakmaktan zevk mi alıyosun amına koduğumun pezevengi,3
 çünkü baban bir yobaz önüne gelene laf söyliyebileceğini sanan hayırsızın biri,0
keşke böyle embesil insanlar hep beni bulmasa,0
 istediği olmayan incememed misin sen ne hırlıyon it,0
pis arap sen önce çölüne dön,1
 bu şizofren hastalarının sevdiğini hatta taptıklarını sevmek zorunda mıyız,0
müslümana gavur eziyeti yapıyorlar bu memlekette,1
insan durup dururken cinnet getirmez buna sebep olan bir orospu çocuğu mutlaka vardır,3
 sen kısır ve zürriyetsiz diyenlere  cvp ver,0
 orospu cocuklari öldü işte karı rahat virakin kariyi,3
 şu tipten her yere eşit hizmet lafımı bekliyorsunuz,0
suriyeli piç muhammednurtutuklansın,1
napacağımı sana mı soracam amına koduğumun aptalı,3
   bunlar alışmış iftira atmaya destekledikleri kim ki şaşırma hiç,0
ananızı siksin penaldo ananızı amına koyduğum rezil yaratıkları,3
  esracim sen hic merak etme bu omurgasiz ne yaptiysa cezasini cekecek,0
fare suratli ermeni erdal inönü nasıl alay ederek sırıtıyor httpstcobpeada,0
 hahahaha şurada en eğlendiğim gecelerden biriydi nasıl alay ettiler bu beyinsiz sapıklarla,0
pis nankörler hepinizden nefret ediyorum,0
siz kimi kandırıyorsunuz mk ya  den dolar sattın kimlere gitti bu dolar ne kaçırdınız yine allah bilir,0
araştırmalara göre türkler düşünmek için araplar kaşınmak için namaz kılıyormuş,1
bunlarinhepsi ermeni yahudi amarika köpeğisatilmis şerefsizler,0
güzelde şerefini satanlar için farketmiyor yüzüne tükürdükçe yağmur yağıyor deyip yarabbi şükür diyorlar,0
  ben direk ağzını yüzünü kırasın geliyor ,0
  senin gelmene gerek yok taa ordan parlayan bi kelin var ondan yanımda sayılırsın zaten,0
suriyeli muhammedi yakalarlarsa öttürecekler yakaladıkları yerde halepten gelmiş burayı karıştırdı gitti,1
kızlar şu erkeklere artık inanmayın lütfen sevgilisiyle ayrılan tüm kankalarım beni arıyor yeteeeerr,2
 rezalet ya niye böyle çirkimleşiyorlar ki,0
bu öyle entel caka satmak için değil mutlu olmanın yolu olduğu için yapılır,0
afrikalı ve arap fransa ikinci sınıf çakma fransayı yendi worldcup,1
muhalefetin ve gazetecilerin soracağı soru ben soruyorum lanet olsun yapacağınız gazeteciliğe de muhalefete de,0
 kocan olmaya geliyoruz diyen ya adiyaman ya da elazig kürdü degilse bende birsey bilmiyorum,1
düşünmekten başım ağrıyor amk keşke beyinsiz olsaydım,0
hiçbir kız o kadar dar pantolon giymemiştir seni tebrik ediyorum boy,2
aptal orospu çocukları fotoğrafımı kullanarak kurgu yapmışlar aptal orospu çocukları,3
uğurcan suriyeli saç traşını sikiyim bizi mi gördüm kalecilik yapacak,3
 ben erkek ve kadin esitligine inanmiyorum diyen adami savunan kisi senin abv,2
ananı sikiyim orospu çocuğu beşiktaş büyük kazançlı kuponum senin yüzünden yalan oldu amk,3
ahahahahaha verilere bak sen ya bunlara tıklayanların i türk degılse bişey bılmıyorum,1
 kamera şu kızıl kafaya her döndüğünde kanser oldum yemin ediyorum bir insan nasıl konuştuğu dili anlayamayabilir,0
rum piçlerini kudurttuğu içinerdoğanınyanındayız,1
aynen nefret ediyorum bu türbanlardan yaaa,1
 eli iş tutmayan beylerimiz gelmiş burada boş yapıyor,2
karadenizliler mi sikti ananızı bu ne kin aq,3
  ne hakkın var da etmiyorsun sizi adam yerine koymuş gerçi sana değildi sözü çok da tın,0
bu ne olm her yer arap kaynıyo,1
  ahhh dünya ahhh neden bu bayanlar hiç susmaz hep bir vir vir konuşurlar ,2
 allahım sen ona doğru yolu göster o mal beni bulamaz,0
 bana sevgili degilher şeyi beraber yapabilecegim manyak bi insan lazım,0
amna koduğumun sitesine stres atmak için giriyoruz günün sonunda kanser olup çıkıyoruz,3
 fahişenin çocuğu cevap verme halaa,3
resmen beyinsizlik amk  bi politikacı yüzünden kendi bayramlarınızı bile kendinizden ayırt ettiniz,0
oohh çok iyi oldu canan kaftancıoğluna kim ermeni soykırımını kabul ediyorsa oçtur,1
müslümana gavur eziyeti dedikleri bu httpstcohxczndeo,1
sizi seven insanları yarım bırakıcak kadar şerefsizsiniz,0
aklı başında bir kadın yokmu burada amk,2
gavur un parası gavurluk yapıyor httpstcorsjfswef,1
  nankorler hadsizler işbirlikçiler  bu ulkede def olup gittiğinde herşey guzel olacak,0
 beyin özürlüler hırsızlıktan allah akıllarını almış,0
yuhh resmen dolandırıcıyız diye bağırıyorlar insan bi hesap ismi fln değiştirir bi şey yapar yuh,0
lan amk mal mısın cami tuvaletinde çocuklara tecavüz eden morukları sana ornek gösterip cami tuvaletlerinin hepsi böyle dersem ne dersin mantıklı mı dediğin beyinsiz,3
alayının amına koyim kafayı yedim evde çinli görmeyeyim ters yatırıp düz sikicem andım olsun,1
sevgiliselahattindemirtaş senin ta aq ben ermeni köpeği httpstcobldovsgoy,1
elde edemediği her şeye bok atan insanlar sizin tam olarak derdiniz ne amına koduğumun yavşakları,3
amına koduğumun çocuğu geri zekalı amcık sence ne yapabilirim karantinada,3
bendede suç var seni adam yerine koyup hâlâ yazıyorum,0
bu amına kodumun sibobunu bana bundan sonra atanlara tereddütsüz engel aticam yeter,0
vicdanı satılmış insanlar ne kadar çokmuş,0
suriyeli sığınmacı kadar değeri olmayan hukuk adamları  httpstcozasmcoe,1
gavur oğlu gavur alçağın en alası httpstcoegsxlgf,1
lisede bi kız vardı herkese aşkeeeemm diyodu amını ağzını siktiğimin kızı nerden aklıma geldi,3
bence türkiye senin gibi orospu çocuklarından kurtulmalı orospu kahpenin sıçtığı hain piç,3
cüzdanları dolu vicdanları boş ne yaparsanız yapın bize göre hava hoş,0
 orospu çocukları diyeceğim ama küfürü bile haketmiyorsunuz hepinizden nefret ediyorum ülkemde suriyeli istemiyorum,1
çin zalimdir büyük gavur dur httpstcomiyhywanh,1
soylu bey sizin şu suriyeli kardeşleriniz sınırda bayrağımızı yakıyor düşüncelerinizi alabilirmiyiz,1
bu ülkede suriyeli değilsen bir hiçsin httpstcoendxsyaepg,1
koduğumun lisesileri uyuyun artık yarın okulunuz var,3
ermeni piçleri dir httpstcogvbgiobry,1
davar da mal da oymuş gençler sakinim,0
 neden mi laf etmiyoz yapan zaten o şerefsiz sen ne diyon,0
 oğlu biraz hayırsız ya bilemedim,0
her mesaj atmayı düşündüğünde bu kadar salak olma diye uyaran bi aplikasyon lazım,0
 erkek size yavsasin iltifat etsin diye rezil ediyonuz kendinizi,2
haftasonu zile ısrarla basan insanlar sizden nefret ediyorum,0
çocuğunuza arap isimleri koymak çocuğunuzun iyi bir müslüman olacağı anlamına gelmez misal suriyelilerin tamamının adı arapça isimler,1
 ulan yalanlarınızda boğulun artık be kardeşim,0
bırakın masum ayaklarını sizin hatırladığınız kadar bizim unuttuğumuz var,0
senin amına koyarım bu kadar agresif olma,3
 mansur bütün yolsuzluklarını ortaya çıkaracak korkusu seni uykularından edecek ıgokcek,0
trip atan erkeklerden nefret ederim bacım olur hepsi,2
 beyaz olmayı hiç bişeye değişmem seni pis zenci,1
para bazı insanların gözünü kör etmiş akıllarınıda saman ,0
basit şeyler o kadar zor hale geldi ki çinli kahpelerin amınakoyim,1
tinder da sağa sola kaydırıyordum suriyeli çıktı amk burda bari salın bi bizi,1
allah belanı versin senin psikopat sivrisinek seni öldürmek değil eziyet etmek istiyorum,0
 güzel kiz masaallah kim bilir nasil siiyor,2
istanbul da yaşayanlar sıçtınız kardeşim otobüstekinlerin hepsi suriyeli ve istanbula geliyorlar size transfer getiriyorum,1
 bazı kadınlar çirkin sever salak kadınlar onlar,2
ceddim dediğin yahudi ler değil mi az önce yahudi dölü olduğunu söylemiştin,1
alçak herif şimdi otur da tarih oku biraz,0
bursayı maşallah suriyeli basmış bu ne arkadaş ,1
ya düşünsene milyonluk vurgun yapmışsın bu yaşında teknik olarak iyi bir dolandırıcısın ama lakabın tosuncuk  ,0
ismini görünce bile midem bulanıyorbunu üzerine alınabilirsin işte,0
amına kodugumun salagı adama eve git diyo videoyu çekerken bile dışardasın amcık,3
kim kürt sorunu var diyorsa onun anasını sikeyim,3
amıba kodugumun hayatında nasıl hiçbir şey yolunda gitmemek için bu kadar direnebilir ya aklım almıyor,3
çabalayarak bir üniversite kazanıyorsun piç kurusu suriyeli çıkıp seni boğaz kesmeyle tehdit ediyor böyle düzenin ,1
yiğidim maalesef boyun posun yetmiyor   beyin de şart,0
yok öyle hem ayranım dökülmesin hem götüm skilmesin,3
 aptal kız gözüm birşey görmüyor,2
  yunan da giderken izmiri yakmıştı demeye başladı artık millet,1
ya sen bi kapa çeneni kadına o kadar laf söylediler prim yapiyorsun diye o yüzden silmiştir,2
amına koduğumun çocuğu geri zekalı amcık sence bu siteden insanlar birbirine iphone çekilişi yapıp telefon verir mi,3
flört etmediği erkek kalmadı halen daha prenses gibi takılıyo koduğumun kaşarı,2
 annen baban nasıl bir günah işlemiş olabilir ki bedeli sensin,0
herkesle arasını iyi tutmaya çalışan yalaka insan tipi keşke yeryüzünden silinseniz,0
saygı duyunca orospu mu oluyoruz amk,3
size aynı şeyleri yaşatacak insanlardan uzak durun beyinsiz misiniz olum anlamıyorum ki amk,0
takipten çıkacaksanız ne diye takip ediyorsunuz ibneler,0
ne alttan alıcam jengamı oynuyoruz orusbu çocuğu,3
 iyice şeyini çıkarmışsın kuş dili bilenler de varonlar içinde tabela koysunlar mı,0
  beyler sadece şunu söyleyeyim bu amk cocusu tazminat yüzünden gönderilemiyor ne çabuk unuttuk borcumuzun olduğunu,0
ben bigün birini parçalicam en son o olucak beyinsiz olmak için çaba mı gösteriyo anlamadım amk,3
artık pis arap ülkelerinden farkımız zaten yok sayılırdı simdi hic fark kalmadı,1
arap seviciler  gazetesozcu httpstcodnxidjvsu,1
yok mu şöyle hadım edilecek bi suriyeli sinirim anca öyle geçer,1
yokmu böyle güzel bi hatun bizde sikişelim,3
  ben ilave edeyimbu şerefsizlere aslında onlar bile çok daaaaa,0
resmen arap işgali bu httpstcofapoaytahz,1
güzelim haydar paşa garını hangi arap soysuzuna peşkeş çekecekler acaba ,1
öldürmediğim her yahudi için bana küfredeceksiniz a hitler   httpstcoeiypilmtu,1
ah be gavur izmir seni kahpe gavur unutamaz httpstcowstuxoz,1
 abi o içtiğinden sonra mı böyle oldun yoksa daha öncenden olmuşmuydun ,0
eski sevgilim arkamdan orospu diyormuş onunla beraberken de aynı anneme benziyorsun diyordu,3
nikahına beni de çağır da alem kimi neye tercih ettiğine de şahitlik etsin amına koduğumun salağı,3
ülkemde suriyeli istemiyorum muhammednurtutuklansın,1
